Title,Text,Label
Charlie Kirk’s Daughter Was Scared By the Noise and Tried to Run To Him,"In his final moments, Charlie Kirk’s family was at the center of the tragedy. As gunfire rang out inside Utah Valley University’s event center, his young daughter screamed and ran from her mother’s side toward the stage, desperate to be with her father. She wasn’t old enough to understand what was happening. She only knew she was frightened by the sudden noise, and she wanted her father. Kirk, 31, had been speaking to the crowd when a sniper’s bullet struck him in the neck. As the audience erupted into chaos, witnesses recall the heartbreaking image of his little girl rushing forward, her mother Erika Frantzve chasing desperately after her. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use “It was heartbreaking”one attendee said.“The shot went off, and she just ran — she wanted to be with him.” I just learned that Charlie's wife and children were there when he was shot. And his daughter tried to run to him, scared of the chaos.I am shattered. And I am radicalized. We are truly at war with demons.May God give the Kirks protection and refuge, and may God help us all.https://t.co/wEq50YxeTd Security and first responders surged to the scene, dragging people to cover as screams echoed through the hall. Despite being rushed to a hospital, Kirk was later pronounced dead. Authorities believe the shot came from a rooftop some 200 yards away, and investigators are treating the killing as a political assassination. For those in the room, however, the most searing memory is not the sniper’s vantage point or the chaos of the aftermath. It is the sight of a little girl, terrified and crying, running to her father in his final moments. Kirk leaves behind his wife, Erika, and their two children. For many who witnessed the shooting, the most lasting image will be of his young daughter running to him in fear, seeking the comfort and protection of her father. by Baxter Dmitry in News0 Private Jet Departed Charlie Kirk Shooting With Radar Illegally Turned Off Minutes After Assassination While Everyone Followed Charlie Kirk’s Shooting, the Senate Quietly Buried Epstein’s Secrets Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
Duterte exploring option to be released to the Netherlands,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. DUTERTE IN THE HAGUE. Vice President Sara Duterte addresses supporters who gathered for the 80th birthday of former president Rodrigo Duterte. BEN MONCERATE/RAPPLER MANILA, Philippines – With his choice of an undisclosed third party country in dispute, former Philippine president Rodrigo Duterte has also explored the option of being temporarily freed in the Netherlands, the host country of the International Criminal Court (ICC) where he is currently detained. “Given the Prosecution’s non-opposition to interim release to the Netherlands, Mr Duterte respectfully requests that the Pre-Trial Chamber order the Registry to invite the Netherlands to make its observations on the possibility of accommodating Mr Duterte for the term of his interim release,” said Duterte’s lead defense lawyer Nicholas Kaufman in a filing made on June 16, but publicized only on September 10. Duterte said that if the ICC pre-trial chamber approves an interim release to the Netherlands, he “would not seek asylum in the Netherlands at any future date.” Duterte has been detained at the ICC detention center in The Hague since hissensational arrest in Manilaon March 11. He was flown out of a government-chartered private plane on the same day of his arrest, sanctioned by President Ferdinand Marcos Jr. who said this was in keeping with the country’s commitment to the Interpol which issued the red notice following an ICC warrant. Duterte filed for aninterim release requeston June 12, saying that an undisclosed third party country has already agreed to enforce possible conditions that may be set by the court. But the prosecution “strongly opposed” the releaseto that country. So on June 16, anticipating the opposition from the prosecution, Kaufman filed the request to ask the Netherlands to comment whether it would be willing to enforce the conditions for a possible interim release to the country. Kaufman said the advance request is separate from its main request for a release to their chosen country. Kaufman said in advance that should the Netherlands agree, Duterte would still “seek another State to which he could be released once released into Dutch territory, conditional upon authorization by the Pre-Trial Chamber.” “The Defense would cover any costs expended by the Host State in enforcing the terms and conditions ordered by the Pre-Trial Chamber,” said Kaufman. In their opposition filed on June 23, the prosecution said it will not agree to Duterte’s chosen country because it “does not have the same extensive history of cooperation with the Court.” Some conditions that may be set out, which Duterte has offered to follow, would be to “refrain from public engagement, office, or communications with persons outside his family” and also to “abstain from use of the internet or any electronic devices, such as a mobile phone.” Duterte hasreiterated this requestfor an interim release, after the defense obtained a medical report from its own chosen expert that the former strongman is allegedly suffering from“deteriorating cognitive condition”and thus is physically unable to do the risk factors like intimidating witnesses and committing more crimes. Under ICC rules, if those risk factors are present, a suspect cannot be temporarily released. This new detail offers an insight as to why Kaufmanwas mad at Harry Roque,Duterte’s former presidential spokesperson, who suggested suing the Netherlands for being an alleged accessory to the crime they call as kidnapping Duterte. The ICC pre-trial chamber haspostponedwhat was supposed to be the confirmation of charges hearing on September 23, pending its own determination on Duterte’s fitness to attend the hearing. It has not announced the new date. –Rappler.com How does this make you feel? follow us",Real
Exclusive: Taiwan updates security handbook wary of China threat,"Sign uphere. Reporting By Yimou Lee and Fabian Hamacher; additional reporting by Casey Hall and Ryan Woo; Editing by Ben Blanchard and Saad Sayeed Our Standards:The Thomson Reuters Trust Principles., opens new tab Thomson Reuters Yimou Lee is a Senior Correspondent for Reuters covering everything from Taiwan, including sensitive Taiwan-China relations, China's military aggression and Taiwan's key role as a global semiconductor powerhouse. A three-time SOPA award winner, his reporting from Hong Kong, China, Myanmar and Taiwan over the past decade includes Myanmar's crackdown on Rohingya Muslims, Hong Kong protests and Taiwan's battle against China's multifront campaigns to absorb the island. Asian share markets followed Wall Street higher on Friday as expectations for rapid-fire U.S. rate cuts promised to lower borrowing costs globally, a relief to stressed bond markets and a drag on the dollar. Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes.See here for a complete list of exchanges and delays. © 2025 Reuters.All rights reserved",Real
China’s Scarborough ‘nature reserve’ a pretext for occupation — NSC,"MANILA, Philippines — The National Security Council warned on Thursday, September 11, that China’s plan to establish a nature reserve at Scarborough Shoal is less about environmental protection than laying the groundwork for “eventual occupation” of the reef. National Security Adviser Eduardo Año said China’s planned “Huangyan Island National Nature Reserve” is “patently illegal,” citing violations of the United Nations Convention on the Law of the Sea (UNCLOS), the 2016 arbitral ruling in favor of Manila, and the 2002 Declaration on the Conduct of Parties in the South China Sea. “This move by the PRC is less about protecting the environment and more about justifying its control over a maritime feature that is part of the territory of the Philippines and its waters lie within the exclusive economic zone of the Philippines,” Año said in a statement. “It is a clear pretext towards eventual occupation.” The NSC pointed out what it called the “irony” of China invoking ecological protection after years of documented destruction at the shoal. Año noted that the 2016 arbitral tribunal ruling cited evidence of Chinese fishermen harvesting endangered species and damaging coral reefs at Scarborough. “To now claim stewardship over an ecosystem that they themselves have damaged is both contradictory and misleading,” he said. The NSC stressed that real conservation would require cooperation, transparency, and compliance with international law, not unilateral measures that could further restrict Filipino fishermen’s access to traditional fishing grounds. The Department of Foreign Affairs said yesterday it will file a diplomatic protest against Beijing’s plan, branding it “illegal and illegitimate.” China’s Foreign Ministry has dismissed Manila’s objections and defended the reserve plan as consistent with its sovereign rights. “Huangyan Dao has always been China’s territory. To establish the Huangyan Dao national nature reserve is within China’s sovereign rights, which is aimed at protecting the ecological environment of the island, and ensuring its ecological diversity, continuity and sustainability,” China foreign ministry spokesperson Lin Jian said on Thursday in Beijing, according to an English translation. Lin added that the plan was in line with “China’s domestic laws and international law,” framing it as proof of Beijing’s “resolve to actively protect the ecological environment and a sustainable planet.” Lin urged the Philippines “to stop violating China’s sovereignty, making provocation, and spreading disinformation, and stop creating factors that could complicate the situation at sea.” Scarborough Shoal has long been a flashpoint between Manila and Beijing. Located 120 nautical miles off Zambales province, the reef is a rich fishing ground and well within the Philippines’ exclusive economic zone under UNCLOS. China seized de facto control of the shoal in 2012 after a tense naval standoff, despite a US-brokered agreement for mutual withdrawal. Since then, China Coast Guard vessels have maintained near-constant presence at the reef, severely limiting the entry of Filipino fishers who consider the waters their traditional fishing grounds. The arbitral tribunal in The Hague ruled in 2016 that China’s claim to “historic rights” within its nine-dash line had no legal basis, and that Beijing had unlawfully prevented Filipino fishermen from engaging in traditional fishing at Scarborough Shoal. However, the tribunal did not rule on the question of sovereignty and did not delimit any maritime boundary. The tribunal also found Beijing responsible for causing “permanent and irreparable harm” to the marine environment in the South China Sea through large-scale clam harvesting and reef destruction. Philstar.com is one of the most vibrant, opinionated, discerning communities of readers on cyberspace. With your meaningful insights, help shape the stories that can shape the country. Sign up now! Signup for the News Round now",Real
Watchdogs flag ‘None of the Above’ option for BARMM polls | The wRap,"Here are today’s headlines – the latest news in the Philippines and around the world: Election monitors are warning that the Bangsamoro region’s first parliamentary elections this October could face serious issues if many voters choose ‘None of the Above.’ Mamamayang Liberal Representative Leila de Lima filed a complaint with the Department of Justice against prosecutors who appealed her recent drug case acquittal. The Senate’s Office of the Sergeant-at-Arms has investigated the alleged marijuana use of a staff member of Senator Robin Padilla within the premises. Pop star Taylor Swift says her upcoming album, ‘The Life of a Showgirl,’ was inspired by the joy of performing on her record-breaking Eras Tour. Liza Soberano confirms that she and Enrique Gil already ended their relationship three years ago. In a podcast-documentary, she described Gil as her first love, but said she had long wanted to reveal their breakup.– Rappler.com How does this make you feel? follow us",Real
Internet Sleuths Uncover Proof Charlie Kirk Was Assassinated By Mossad,"Social media sleuths have uncovered damning proof that Turning Point USA founder Charlie Kirk’s assassination on Wednesday was carried out by Mossad, exposing the Israeli intelligence agency’s ruthless hand in silencing critics who dare question their grip on power. Following Kirk’s gruesome public execution while speaking at Utah Valley University, many highlighted how the Christian conservative icon, who had long been an ally to Israel, had recently begun exposing Israeli influence in American politics, turning him into a target for the elite forces determined to crush dissent. Infowars.comreports: Suspicions were amplified after X users found a post by Infowars’ American Journal host Harrison Smith, where he noted he was “told by someone close to Charlie Kirk that Charlie thinks Israel will kill him if he turns against them.” BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use Here’s what Harrison Smith said about Charlie Kirk fearing for his life a month ago.Look what Charlie’s last post mentioning Israel was from the very next day.pic.twitter.com/dwBy1Nm8fy In one instance, Kirk suggested there was growing evidence showing Jeffrey Epstein was part of a blackmail operation possibly created by Israeli intelligence. Charlie Kirk Was Starting to Notice!""And this is no longer just speculation. First of all, the evidence that shows that Epstein was a creation of either Mossad, Israeli intelligence, American intelligence…""Everything is connected!pic.twitter.com/ceNQeN6L9L Back in July at a Turning Point USA event in Tampa, Fla., Kirk called on the Trump administration to release all of the Epstein files. A few days ago: “The DOJ should release ALL the Epstein files.”Today: Charlie Kirk was assassinatedpic.twitter.com/AprburxyN7 In another appearance with Megyn Kelly, Kirk argued he was being labeled an “anti-semite” for criticizing Israeli influence in American politics, despite learning Hebrew and writing a book about the Jewish sabbath, the Shabbat. In aninterview with Ben Shapiroon Tuesday discussing Israel’s recent strike on Hamas in Qatar, Kirk touched on pervasive anti-semitism on the right, saying, “I have 1 or 2 other questions on Israel. I think it’s very important for our audience to hear this though because there is an incessant campaign…And one thing a friend said to me interestingly, which is, okay, ‘Charlie, we push back against the media on COVID, on lockdowns, on Ukraine, on the border…Maybe we should also ask, question is the media totally presenting the truth when it comes to Israel?‘” Literally, 48 hours before, Charlie Kirk asked the question.Hard to ignore.pic.twitter.com/FShThOPlt7 “Just a question, you know, that maybe we shouldn’t believe everything the media says, because I know I’ve been conditioned to ask a lot more critical questions over the last couple of years,” Kirk told Shapiro. Kirk also questioned whether the Israeli military ordered a stand down during the attacks of October 7, 2023, a Hamas incursion which has been used as a pretext to justify the ethnic cleansing of Gaza. In aninterviewabout a year ago with Patrick Bet-David, Kirk specifically called out Israeli Prime Minister Benjamin Netanyahu for “basically redefining the Israeli constitution,” describing how hundreds of thousands of Israelis were taking to the streets to protest him. Additionally, many raised eyebrows at Netanyahu’s X posts commemorating Kirk, claiming he made the post even before President Donald Trump. Charlie Kirk was murdered for speaking truth and defending freedom. A lion-hearted friend of Israel, he fought the lies and stood tall for Judeo-Christian civilization. I spoke to him only two weeks ago and invited him to Israel. Sadly, that visit will not take place.We lost an… Donald Trump and Netanyahu coordinated their messaging and posts to match during the Charlie Kirk assassination.Both ""leaders"" have ties to individuals in the Jeffrey Epstein files, and would benefit from the case being buried away. Both had invested heavily into Kirk and his…pic.twitter.com/53XtJ9Fb3z Speculation over Israeli involvement in Kirk’s assassination comes as the FBI has released photos of a person of interest, with reports claiming ammo cartridges found by the ATF were “engraved with wording on them expressing transgender and anti-fascist ideology.” We are asking for the public's help identifying this person of interest in connection with the fatal shooting of Charlie Kirk at Utah Valley University.1-800-CALL-FBIDigital media tips:https://t.co/K7maX81TjJpic.twitter.com/ALuVkTXuDc by Baxter Dmitry in News0 Oxford Union President Celebrates Charlie Kirk’s Assassination: “He Deserved To Die” Private Jet Departed Charlie Kirk Shooting With Radar Illegally Turned Off Minutes After Assassination Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
What you need to know about the first BARMM parliamentary elections,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. BARMM Parliament. The new Bangsamoro Parliament building, the former building of the ARMM Legislative Assembly. Bangsamoro Parliament On October 13, more than two million voters will head to the precincts to vote in the first parliamentary elections of the Bangsamoro Autonomous Region in Muslim Mindanao (BARMM). In this election, voters will elect parties and district representatives. The parliamentary government has 80 seats, but with the exclusion of Sulu from BARMM following a 2024Supreme Court ruling, the region will only have 73 seats up grabs this October. This election is a milestone in the peace process which resulted from a 2014 agreement signed by the Philippine government and the Moro Islamic Liberation Front. Dependent on the successful conduct of this election is the region’s pursuit for genuine autonomy. Here are some things to know: Under the parliamentary setup, voters will not be directly choosing the BARMM chief minister. Each voter will instead choose one regional political party and one district representative. Accredited organizations will choose their sectoral representatives in special assemblies, rather than through at-large elections. The parliament members will then choose who will be region’s chief minister. 40 seats will go to party representatives, 25 seats go to district representatives, and eight seats are reserved for sectoral representatives. The number of parliamentary districts per province/area are as follows, based on theBangsamoro Autonomy Act No. 58: The Bangsamoro Electoral Office will supervise the election. The office is under the control and supervision of the Commission on Elections. There are seven registered regional parties accredited for this elections: The parties have fieldednomineesfor proportional representation. At least 30% of party-nominees should be female. Moro Ako has the highest percentage of female nominees at 62.50% followed by BGC at 35%. MILF’s party is the United Bangsamoro Justice Party. Meanwhile, the Moro National Liberation Front has two factions vying for seats: MNLF founder Nur Misuari’sMahardika Partyand MNLF Chairman Muslimin Sema’sBangsamoro Party. Meanwhile, there are109 aspirantsfor district seats competing for 25 district seats. Independent candidates can run for district seats. Sectoral representatives cover non-Moro indigenous people, settler communities, women, youth, ‘Ulama (Muslim religious scholars and chief religious authorities), and traditional leaders (royal sultanates). There are two seats each for non-Moro IPs and settler communities; one each for women, youth, Ulama, and traditional leaders. Elected parliament members will occupy their seats for three years and are allowed to have a maximum of three terms. Ballots have a “none of the above” option.The Bangsamoro Electoral Code does not have a clear provision about what to do in case thenone of the above optiongets the most votes. Independent watchdogs have warned a failure of elections if uncertainty surrounding this option is not cleared come election day. There’s a gap in public understanding on how parliamentary elections work.A recent survey conducted by the Institute for Autonomy and Governanceshowedthat nearly half of the region’s voters are unaware of the voting process under BARMM’s parliamentary setup. There’s a “resurgence” of violent extremism.Peace monitor Climate Conflict Action Asia warned of new extremist recruitment among the youth in Lanao del Sur and Lanao del Norte. Among findings from CCAA’s monitoring: a “growing” demand for firearms, attacks on law enforcement in Basilan, and conflict over ancestral domains of non-Moro indigenous peoples. “If left unchecked, these tensions could spiral into violence, trigger mass displacement, and undo years of investment in peace,” the group said in a September 10 statement. The Bangsamoro parliamentary election has been delayed two times since 2022.– Rappler.com How does this make you feel? follow us",Fake
[In This Economy] Infrastructure corruption in the time of Marcos Sr. vs Marcos Jr.,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. Raphael Reyes/Rappler Outraged by the sickening amount of infrastructure corruption that recently surfaced, Filipinos are now blocking off September 21 in their calendars to join massive mobilizations at Luneta Park. (September 21 is the traditional date when the declaration of Martial Law by the dictator Ferdinand Marcos Sr. is remembered. Others say it should beSeptember 23.) This will come on the heels of violent and even deadly protests inIndonesiaandNepal— similarly sparked by massive corruption scandals. In Nepal, there’s even footage of the parliament buildingburningand the finance minister being chased by a mob in thestreetsand in ariver. We certainly don’t condone violence, but it’s understandable that people should resort to it if such massive corruption is on full display. In the Philippines, our closest brush with this was in February 1986, albeit much more peaceful. The Marcos family was just ousted out of Malacañang Palace, fleeing to Hawaii. In their wake, Filipinos stormed the Palace and saw for themselves how lavish the previous inhabitants’ lives had been. Apart from huge hordes of jewelry, people were greeted with more than a thousand pairs of Imelda’s shoes (a small part of the total collection); hundreds of floor-length gowns and dresses and handbags and scarves and handkerchiefs; dozens of parasols, mink coats, and at least one swan feather gown. Huge jars of expensive perfume were also discovered. All of these were detailed in many references including the bookSome Are Smarter Than Othersby Ricardo Manapat. But the Marcoses took with them to Hawaii some of their most prized possessions, including dozens ofgold barsallegedly. And of course, much of their ill-gotten assets were in the form of money in foreign bank accounts, art works, and real estate properties like buildings in New York. Knowing this part of history, you might find odd President Ferdinand Marcos’ “surprise” about the massive extent of corruption that lingers to this day. Recently, he made the followingstatementwhile visiting Phnom Penh: “We haven’t been following (the rules) apparently it turns out for at least 21 years. Because the date we keep seeing is 2003. So, 21 yearsnang ganito(It’s been going on for 21 years). So, it got worse and worse and worse and worse.” He lamented that corruption is “institutionalized” and “normalized.” But Mr. President, corruption wasn’t invented in 2003. Don’t speak as if it’s something new, and as if your father did not scale up corruption to a historical peak. Incidentally, infrastructure projects were a favorite conduit for corruption during the time of his dictator father, the late Ferdinand E. Marcos. UP economists,writingabout the state of the economy during the Marcos dictatorship, wrote in 1984 that: “the bulk of construction and other capital outlays in both the private and public sectors were not very productive and many were outright wasteful.” They added: “Overdesigned bridges, highways, public buildings or large energy projects designed to secure a political constituency, to get a commission, or to corner a contract.” Sounds familiar? Corruption has always been predicated on good intentions. The economists wrote: “In a number of instances, though the outward purpose of [Marcosian] projects might be endowed with some plausible or social justification, a more urgent reason for pursuing them was the opportunity to use government activity as a vehicle for private gain, whether pecuniary or political.” Just as the Bataan Nuclear Power Plant (BNPP) was supposed to avert a looming power crisis, today’s flood control projects are supposed to redirect water away from people and their houses and livelihoods, as the effects of climate change are expected to scale up in the coming decades. But in the same manner that BNPP was mothballed, so today’s flood control projects crumble in any person’s hands with the slightest force. The idea of “overdesigning” a project is an old trick of the trade. What it means is that a project is specified with more expensive materials or thicker structures than actually needed. On paper, overdesigning a project inflates its budget. But once construction begins, contractors can quietly downgrade to cheaper substitutes (still technically “compliant”) and pocket the difference. This “bait-and-switch” strategy makes it one of the easiest ways to cream off public funds in infrastructure projects. In the case of flood control projects, this may come in the form of using shorter sheet piles than specified, thinning the concrete walls of dikes, or substituting cheaper drainage materials — all of which reduce costs for the contractor but weaken the project and increase flood risks for the public. This is a classic case of what’s called a “moral hazard” in economics: when risky or opportunistic behavior (downgrading or pocketing the difference) happens after the contract is entered. After the deal is signed, contractors cut corners, substitute cheaper materials, or reduce quantities, while still billing for the original (inflated) design. What I just described here is not a new strategy; it’s exactly how infrastructure boomed during Martial Law. The extent of inefficiency in capital outlays during that time was so bad that it manifested in themacroeconomic statistics. President Marcos is just feigning ignorance about one of the corrupt practices that led to his and his family’s enormous (ill-gotten) wealth. Put another way, the same corruption technique that brought about the mythical “golden age” of the Philippines during the time of Marcos Sr. continues to flourish in the time of Marcos Jr. Feeling the political pressure, on September 11, President Marcos Jr. released an executive order creating an “independent commission” to investigate the anomalous infrastructure public works. But to have any semblance of credibility, the President cannot form an investigating body that ought to be investigating the president as well — as the one who prepares the budget and finallyapprovesit every year, pork and all. What’s more, knowing the history of Marcosian corruption, we can expect little reform from someone who benefitted from the spoils of the country’s grandest looting in history. On Episode 4, part 1 of the “BBM Podcast,” President Marcos Jr. was interviewed by Vicky Morales, and he appeared to be “teary-eyed” at one point because of the revelations of corruption. But if you know enough of history, you’ll know these are just crocodile tears. –Rappler.com JC Punongbayan, PhD is an assistant professor at the UP School of Economics and the author ofFalse Nostalgia: The Marcos “Golden Age” Myths and How to Debunk Them.In 2024, he received The Outstanding Young Men (TOYM) Award for economics. Follow him on Instagram (@jcpunongbayan). How does this make you feel? follow us",Fake
Private Jet Departed Charlie Kirk Shooting With Radar Illegally Turned Off Minutes After Assassination,"Just twenty minutes after Charlie Kirk was gunned down at Utah Valley University, a private jet quietly lifted off from Provo Airport, a private airfield less than twelve minutes away from the scene of the crime. The aircraft, bearing the tail numberN888KG, is deliberately hidden from public tracking at the request of its owner—a red flag in itself. But what happened after takeoff is even more unsettling. Roughly thirty minutes into its flight, the jet suddenly dropped off ADS-B tracking, as if it had vanished into thin air. For nearly an hour there was no trace of it in the skies. Then, just as abruptly, it reappeared—heading back toward Provo, as though nothing had happened. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use The unexplained blackout, combined with the aircraft’s secretive status, suggests far more than a technical glitch. It looks like someone wanted this plane—and whatever it was carrying—to disappear. The shooting already bore all the hallmarks of a professional and well-financed hit. Turning Point USA co-founder Charlie Kirk, 31, was addressing a crowd of nearly three thousand people during a campus event at Utah Valley University when a single high-powered round tore through the gathering, striking Kirk in front of horrified supporters around 12.20pm. Police later said the shot came from a rooftop, fired from a bolt-action rifle. Investigators quickly recovered a palm print, a footwear impression, surveillance video, and even a weapon marked with ideological slogans. Still, despite this wealth of evidence, no suspect has been arrested. The gunman remains at large, and the official silence has only fueled suspicion. It is within this context that the Provo jet take on new meaning. The timing is uncanny: a plane takes off minutes after the attack, its transponder mysteriously going dark, only to return without explanation. Online researchers have begun piecing together links between the jet and a local nonprofit foundation, raising questions about who exactly had access to the aircraft and whether it could have served as an escape vehicle. A professional assassin, after all, would need more than a rooftop and a rifle — he would need logistics, resources, and a clean exit plan. The possibility that the shooter had professional backing cannot be dismissed lightly. Everything about the Kirk assassination carries the signature of a carefully orchestrated operation rather than a spontaneous act of violence. The rooftop vantage point, the precision of the shot, the expensive rifle, and the immediate disappearance of the gunman all point toward planning. Add to this the unexplained radar blackout of a private jet within minutes of the attack, and the outlines of a larger plot begin to emerge. by Baxter Dmitry in News0 Internet Sleuths Uncover Proof Charlie Kirk Was Assassinated By Mossad Charlie Kirk’s Daughter Was Scared By the Noise and Tried to Run To Him Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
"While Everyone Followed Charlie Kirk’s Shooting, the Senate Quietly Buried Epstein’s Secrets","As America was transfixed by the tragic shooting of Charlie Kirk, the U.S. Senatedeliberately chose that very moment to suppress one of the most explosive stories in recent history— a vote that blocked the release of Jeffrey Epstein’s sealed federal case files. While the nation’s attention was focused on the shocking news, the U.S. Senatevoted 51–49to block the release of the files, quietly ensuring that the documents, believed to contain financial records, flight logs, correspondence, and sworn testimony exposing Epstein’s powerful network, would remain hidden from the public eye. The decision to keep these files locked away was not just a procedural maneuver. It was a deliberate act of suppression. For years, survivors and independent investigators have been calling for transparency, yet the machinery of power continues to tighten the lid. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use And the timing could not have been more convenient. While the nation’s attention was pulled in one direction by the Kirk tragedy, the Senate chose that exact moment to bury a story that could unravel decades of corruption and blackmail. This is a pattern as old as politics itself: when information too dangerous to the establishment risks surfacing, a convenient distraction suddenly takes center stage. The Epstein case has always been treated as untouchable by those in power. His death in custody, under circumstances that even former prison officials admit “don’t add up,” was the first cover-up. The second is happening now, in plain sight, with elected officials ensuring the public never sees who Epstein was really working for. The vote’s narrow margin shows how close the truth came to breaking through. But truth is dangerous to the kind of people whose names may lie buried in those files. Instead of accountability, Americans got silence. And as with every carefully timed distraction before it, the establishment is counting on outrage fatigue to keep the story from spreading. The question remains: how many more tragedies, crises, or manufactured spectacles will be rolled out to ensure the Epstein network remains forever hidden? by Baxter Dmitry in News0 Charlie Kirk’s Daughter Was Scared By the Noise and Tried to Run To Him Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
Charlie Kirk Shot Dead During Utah University Event,"Charlie Kirk has died after being shot at an event in Utah. He is survived by his wife, Erika Lane Frantzve, and their two young children. The 31 year oldConservative activistand and co-founder of Turning Point USA was shot and killed at an event he was hosting at Utah Velley University in Orem, just north of Provo. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use Utah Gov. Spencer Cox described Kirk’s killing as “a political assassination” He said Kirk’s death was a “dark day for our state” and “tragic day for our nation.” He added: “Nothing I can say can unite us as a country. We just need every single person in this country to think about where we are and where we want to be … ‘Is this it? is this what 250 years has brought upon us?’ I pray that’s not the case.” According to law-enforcement and security, who were at the scene, Kirk was killed by a high-powered rifle shot to the neck. A manhunt for Charlie’s killer continues as President Trump says it is‘dark moment for America’ Following his address to the nation,President Trump ordered American flags to be lowered to half mast:The Great, and even Legendary, Charlie Kirk, is dead. No one understood or had the Heart of the Youth in the United States of America better than Charlie. He was loved and admired by ALL, especially me, and now, he is no longer with us. Melania and my Sympathies go out to his beautiful wife Erika, and family. Charlie, we love you! The Great, and even Legendary, Charlie Kirk, is dead. No one understood or had the Heart of the Youth in the United States of America better than Charlie. He was loved and admired by ALL, especially me, and now, he is no longer with us. Melania and my Sympathies go out to his… In honor of Charlie Kirk, President Trump is ordering all American flags throughout the U.S. to be lowered to Half Mast.pic.twitter.com/FOYHIZU2FD NBCnews reports:While politicians of both parties largely coalesced to mourn Kirk after he wasshot and killed today, Trump blamed the “radical left” for his death. “For years, those on the radical left have compared wonderful Americans like Charlie to Nazis and the world’s worst mass murderers and criminals,”he said in a video messagetonight. “This kind of rhetoric is directly responsible for the terrorism that we’re seeing in our country today, and it must stop right now.” Trump called for “all Americans and the media to confront the fact that violence and murder are the tragic consequence of demonizing those with whom you disagree” — but he then called out “radical-left political violence,” without paying tribute to any Democratic politicians who have been targeted. Was Kirk starting to change his opinion on Israel? by Baxter Dmitry in News0 Trans Activist Arrested for Raping a Toddler After Breaking Into Ontario Home Starmer Faces Pressure Over Fresh Mandelson-Epstein Links Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
In the Public Square: What will be BBM’s real legacy?,"President Ferdinand Marcos Jr. is midway through his term. Will he use his fourth State of the Nation Address to start cementing a legacy? But wait — there’s a legacy? What is this legacy? More to the point, are the remaining three years enough time to do more; much more? In this episode of In the Public Square, Rappler columnist John Nery is joined by preeminent economist and former National Economic and Development Authority chief Cielito Habito, and preeminent cultural critic Marian Pastor Roces. Catch the episode on Wednesday, July 23, at 8 pm.– Rappler.com How does this make you feel? follow us",Real
5 red flags in the congressional testimony of Curlee & Sarah Discaya,"Curlee and Sarah Discaya, dubbed by the Philippine Center for Investigative Journalism as the king and queen of flood control projects, are hoping to becoming state witnesses, but their testimony in Congress leaves lawmakers unimpressed, and even frustrated. Rappler reporters Dwight de Leon and Patrick Cruz identify five red flags in their statements.– Rappler.com How does this make you feel? follow us",Fake
"Misa at protesta laban sa ‘kleptospirosis,’ idinaos sa EDSA Shrine","Nagdaos ng Misa at protesta laban sa “kleptospirosis,” ang pagnanakaw ng bilyon-bilyong piso saflood control projects, sa makasaysayang EDSA Shrine nitong Huwebes, Setyembre 11. Paghahanda ito para sa mas malaking protesta sa People Power Monument sa Setyembre 21. Panoorin ang ulat ni Paterno Esmaquel II, kuha ni Leone Requilman.– Rappler.com How does this make you feel? follow us",Fake
