Title,Text,Label,Source
"#FactsFirstPH members use comics, video explainers to empower voters","SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. MANILA, Philippines — With the 2025 midterm elections coming, consumption of information about local candidates is critical more than ever. The information we consume not only influences our voting decisions, but also shapes the leadership that will govern the country in the years to come. Members of the #FactsFirstPH coalition, including Rappler, Pitik Bulag, Explained PH, and News5, stepped up to promote voter empowerment and accountability. From informative comics to edutainment videos, these organizations leverage social media to amplify the #AmbagNatin campaign, which aims to empower voters ahead of the elections. Artist collective Pitik Bulag uses editorial cartoons and comics as tools for advocating for press freedom and the fight for facts. The group hosted a comic strip competition in thepublic art chat roomof the Rappler Communities app to amplify the #AmbagNatin campaign. Public art chat room member Timothy Andrei Milambiling won first place for hisartworkthat highlighted the challenge of fact-checking among voters and the crucial role of media literate individuals in combating disinformation. His artwork also underscored the importance of community engagement in making informed choices. Second and third best artworks came from chat room members Fiana and Cesar Camba, respectively. Fiana’s piece highlightedwidespread election bribery, while Cesar emphasized theimportance of voting wisely for a child’s future. Another standoutentryby user jascribbler depicted how fake news continues to mislead Filipinos, while shedding light on the need for countermeasures to ensure a fair election environment. Explained PH supported the #AmbagNatin project by unpacking the rise of deepfake and AI-generated videos. This edutainmentvideoexplains what deepfake and AI-generated videos are, how to spot them, and why fact-checking is crucial before sharing content online, especially as elections approach. Explained PH also released a comic on trolls and overseas voting, advocating against fake news and promoting voter empowerment. Anillustrationby jascribbler encapsulates the misinformation spread by online trolls which intensifies  during elections. It reminds voters to stay cautious and rely on credible sources. User JKR’sillustrationhighlights the voting power of overseas Filipinos despite being far from home. It also serves as a reminder for them to register for the upcoming elections and stay informed about new voting methods. Rappler provides a comprehensivesummaryof key details for the 2025 elections, including updates on overseas voting. For the first time,overseas Filipinos will have the option to vote online. As part of the #AmbagNatin campaign,News5tackled election surveys, explaining their relevance and common misconceptions. Through thisvideo, it clarified that while election survey results provide insights into voter preferences, they do not determine election outcomes. Political analyst Jean Franco highlighted that election surveys reflect the voices of voters and play a role in democracy. This video also emphasized that surveys should serve as a guide, but voters must still  think critically in choosing their leaders. Rappler’s#AmBAGNatin challengein Pasig City gives voters a platform to share their views on candidates and key election issues. Participants draw questions from abayongand share their thoughts on leadership and governance. The challenge also allows Pasig City residents to discuss how voters can contribute (ambag)to building a better future for the city’s youth. —Zebedee Custodio-Lucas/Rappler.com Zebedee Custodio-Lucas is a Rappler volunteer of MovePH. He is a junior Communication Major at the University of Santo Tomas – Manila. He is also a writer of Tiger Media Network, the official broadcasting arm of UST. How does this make you feel? follow us",Real,Rappler
LIVE UPDATES: 2025 FIVB Volleyball Men’s World Championship,"The Philippines opens its doors to the world from September 12 to 28 as the 2025 FIVB Volleyball Men’s World Championship features the absolute best taraflex titans, including home squad Alas Pilipinas, at the Mall of Asia Arena and Araneta Coliseum. Check out ourstarting guideon what you need to know about the massive 32-country men’s volleyball showpiece, and follow theresults, schedule, and standingshere as the tournament moves along, up until the knockout final. Bookmark and refresh this page for updates! Cuba and Germany are now firmly planted on the win column in the 2025 FIVB Volleyball Men’s World Championship after rolling over their respective foes at the Araneta Coliseum. World No. 11 Cuba blasted No. 44 Colombia, 25-22, 25-21, 25-20, thanks to a 14-point effort from Osniel Lazaro Mergarejo Hernandez and 12 points from Jose Israel Masso Alvarez. World No. 10 Germany, meanwhile, edged No. 29 Chile, 25-17, 25-23, 25-21, as György Grozer topscored with 19 points. Fan favorite Japan broke hearts in the Philippines as it fell out of the 2025 FIVB Volleybal Men’s World Championship title race without a single set won so far, as Canada rolled to a 25-20, 25-23, 25-22 sweep. With Turkey’s earlier 25-18, 23-25, 25-14, 25-16 win over Libya, Pool G’s knockout phase squads are now set as both Turkey and Canada now hold 2-0 slates. Sharone Vernon-Evans and captain Nicholas Hoag led the crucial win for Canada with 14 and 13 points, respectively, as Ran Takahashi paced the sorry loss with 11 points. World No. 3 Brazil bucked a slow start and fended off No. 26 China, 19-25, 25-23, 25-22, 25-21, to open its campaign in Pool H. The Brazilians were sloppy in the contest as they committed 34 errors but nonetheless got the win. Arthur Bento Buczmiejuk showed the way for Brazil with 17 points, while Judson Nunes contributed 14. Defending champion Italy wrapped up the four-game slate for Sunday, September 14, at the Araneta Coliseum with a decisive 25-13, 25-22, 25-17 win over Algeria. Seeking a fifth world title in this edition, the world No. 3 Italians banked on the trio of Alessandro Michieletto, Mattia Bottolo, and Yuri Romano, who all scored in double figures with 15, 13, and 11 points, respectively. Sidi Mohamed Dour had 11 points for Algeria, which qualified for the world championship for the first time since 1998. World No. 4 France flexed its might against South Korea as it seized an early lead in Pool C following a 25-12, 25-18, 25-16 demolition. Jean Patry delivered 16 points for the two-time defending Olympic champions, who are eyeing their first title in FIVB Volleyball Men’s World Championship history.Heo Su-bong had 9 points in the loss that saw France see off Korea in just 1 hour and 2 minutes. The Czech Republic snapped a six-game skid against world No. 12 Serbia after blasting its European neighbor in straight sets, 25-22, 25-23, 25-20. Ranked 21st in the world, the Czechs pounced on 23 errors by their opponents, relying on a balanced scoring display led by Patrik Indra (14 points) and Lukas Vasina (13 points). Pavle Peric topped Serbia’s scoring with 14 points built on 13 attacks and 1 block. World No. 17 Belgium made quick work of Ukraine, 25-16, 25-17, 25-22, to kick things off in Pool F. Ferre Reggers shone in the swift win that took just 1 hour and 14 minutes to finish with 23 points, while Seppe Rotty and Sam Deroo also scored in double figures with 13 and 12 points, respectively. Vasyl Tupchii ended up as the only Ukraine player in twin-digit scoring with 14 points. In a battle of continental champions, African kings Egypt dropped the hammer against Asian leaders Iran, 25-17, 16-25, 25-23, 25-20. The Egyptians gained a crucial win ahead of their showdown against Alas Pilipinas on Tuesday, September 16, as they controlled the closing stretches of the third and fourth sets. Ahmed Shafik and Abdelrahman Elhossiny Eissa provided 18 and 17 points for Egypt, respectively, while Ali Hajipour Moghadam Faroji tallied 17 for Iran. follow us",Fake,Rappler_FactCheck
Brice Hernandez back in Senate custody,"MANILA, Philippines — Brice Hernandez, thesacked Department of Public Works and Highways engineerwho accused two senators of receiving kickbacks from flood-control projects, was returned to Senate custody Monday, September 15. After tagging senators in the flood control scandal, Hernandez had asked House lawmakers not to send him back to the Senate, citing fears for his safety. Lawmakers from both chambers of Congress earlier agreed to place him in the Philippine National Police custodial center before transferring him to the Pasay City Jail. The office of Senate President Tito Sotto said Hernandez was returned to the Senate after a hearing on his Writ of Amparo petition at the Pasay Regional Trial Court Branch 112. He arrived at the Senate around 10:10 a.m., Sotto’s office said. Lawyers raise concern.In a letter to Sotto, Hernandez’s counsels Ernest Levanza and Raymond Pasco said the series of transfers cast a “troubling shadow.” “Under your leadership, Senate President Sotto, and with Chairman [Ping] Lacson's stewardship of the Blue Ribbon Committee, there is assurance that the Senate will stand not only as a body of discipline but as an exemplar of fairness,” they wrote. “To allow Brice Hernandez to remain within the Senate is to affirm that the institution does not turn away from difficult truths, nor cast aside those who risk their safety to speak them,"" they added. Hernandez earlier testified that Sen. Jinggoy Estrada allegedlyfacilitated P355 million in budget insertions, from which he received kickbacks. He also claimed Sen. Joel Villanuevaendorsed projects worth up to P600 million. His testimony came a day after Sen. Chiz Escudero was ousted as Senate president, which also removed Sen. Rodante Marcoleta as chair of the Senate Blue Ribbon Committee. Former Sen. Panfilo Lacson now chairs the panel. Custody dispute.The engineer’s custody has been a contentious issue among senators. Minority senators, who did not support Sotto’s election as Senate president, opposed Hernandez’s return to Senate detention. The disagreement marked the first major clash between the Senate minority and majority blocs, with the compromise being his earlier placement at the Pasay City Jail. Philstar.com is one of the most vibrant, opinionated, discerning communities of readers on cyberspace. With your meaningful insights, help shape the stories that can shape the country. Sign up now! Signup for the News Round now",Real,Philstar
Liberal Teacher Forced 10-Year-Olds To Watch Charlie Kirk Murder on Repeat,"The Toronto School Board is probing a twisted liberal teacher whoallegedly forcedhis class of 10-year-olds to watch footage of Charlie Kirk’s murder on repeat, traumatizing the children in a blatant act of elite-driven indoctrination that exposes the dark agenda infiltrating our schools. Several students from his class went home in shock, complaining to their parents about being forced to witness the on-camera death multiple times over, leaving them scarred by the repeated horror, as a source alleged to The Toronto Sun in a revelation that shatters the illusion of safe education under globalist control. Infowars.comreports: “Parents subsequently reached out to school administrators, who will be putting him on leave at the start of the school day September 12th 2025.” BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use “While playing this video repeatedly, he gave a speech to his students regarding anti-fascism, anti-trans, and how Charlie Kirk deserved for this to occur,” the source added. The incident allegedly took place at Corvette Junior Public School, in Toronto. The school’s principal Jennifer Koptie sent a letter to parents explaining the situation. “We are writing to inform you about an incident that is reported to have taken place in your child’s class yesterday. During class, students were said to have been shown a portion of a violent video in response to questions being asked about a recent tragic event in the United States.” “The teacher has been relieved of all teaching responsibilities pending the outcome of the investigation and will not be at the school,” she wrote. On Thursday, Florida’s Commissioner of Education announced that teachers who celebrate the murder will be investigated and could lose their educator’s certificates. “It has been brought to my attention that some Florida educators have posted despicable comments on social media regarding the horrific assassination of Charlie Kirk,” Anastasios Kamoutsa’ wrote in a letter to school district heads. “These few are not a reflection of the great, high-quality teachers who make up the vast majority of Florida’s educators. Nevertheless, I will be conducting an investigation of every educator who engages in this vile, sanctionable behavior.” The education commissioner went on to lay out the specific administrative codes, ethical guidelines and statutes such conduct violates, pointing out “superintendents and their employees… they are held to a higher standard as public servants.” “Although educators have First Amendment rights, these rights do not extend without limit into their professional duties,” Kamoutsas noted, adding, “An educator’s personal views that are made public may undermine the trust of the students and families that they serve.” “If an educator’s conduct causes a student or his or her family to feel unwelcome or unwilling to participate in the learning environment, it may be a violation of Rule 6A- 10.081, F.A.C,” the letter continued. “Florida law allows the Commissioner to find probable cause to discipline an educator who, ‘upon investigation, has been found guilty of personal conduct that seriously reduces that person’s effectiveness as an employee of the district school board.’” The State Department ha also said it would deport or block US visa holders if they celebrate Kirk’s murder. Kirk, 31, was murdered at a Turning Point USA event in Utah on Wednesday. His suspected killer, Tyler Robinson, is now in custody. Although authorities have not described a motive for the killings yet, evidence from the scene, including shell casings inscribed with anti-fascist and leftist mottos, suggests a clear leftist political motivation. by Niamh Harris in News0 Charlie Kirk Shooter Lived with Transgender Partner, Now ‘Cooperating with FBI’: Report FDA Issues Bombshell Ruling: COVID Jabs Are ‘Extra Lethal’ to Children Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake,PeoplesVoice
"Under Bonoan, DPWH awarded P2.5-B worth of projects to his daughter’s business partner","SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. On Tuesday, September 9, Senate President Pro Tempore Panfilo “Ping” Lacson unleashed anexposé linking former Department of Public Works and Highways (DPWH) secretary Manuel Bonoanto what he called a “growing family business” involving government flood control projects. These have been under congressional investigation for weeks now. Lacson, who had just been appointedchairman of the powerful blue ribbon committee, made the revelation a day after assuming the position from Senator Rodante Marcoleta, following a leadership shake-up in the Senate on Monday, September 8. Known for his budget exposés and thorough research, Lacson presented his findings in a privilege speech. He said that the resigned DPWH chief is linked to MBB Global Properties Corporation, owned by the Maglanque family of Candaba, Pampanga. The same family also owns Globalcrete Builders, which secured billions’ worth of flood control projects in Bulacan from 2018 to 2024. Rappler obtained the records of both companies from the Securities and Exchange Commission (SEC) to confirm the link, as presented by Lacson. Based on the records, Globalcrete Builders was incorporated by the Maglanque family, listing the following as its officers, as of May 2025: MBB Global Properties Corporation, meanwhile, is known to operate the P1-billion Wyndham Garden Hotel in Clark, Pampanga, in line with its business of “real estate activities with own or leased property.” It listed the following as its incorporators: Both SEC documents of the two companies — Globalcrete and MBB Global Properties — list the same mobile contact number. Rappler reached out to the listed number for comment but has yet to receive a response. We first sent an email, messages, and made a call on Sunday, September 14. We followed up twice on Monday, September 15, through various channels, to no avail. We will update this story once we get a response. Globalcrete’s Maglanque is the daughter of Candaba Mayor Rene Maglanque; Fatima Gay is the daughter of former DPWH chief Bonoan; and Bernardo is the daughter of former DPWH undersecretary Roberto Bernardo. Lacson suggested that the “MBB” acronym in the company name, MBB Global Properties, stands for their family names: Maglanque, Bernardo, and Bonoan. Bernardo was among those named by former DPWH Bulacan assistant district engineer Brice Ericson Hernandez during the House Infrastructure Committee hearing on Tuesday, September 9, in connection with anomalies involving flood control projects. According to Senator Lacson, Bernardo opted for early retirement when the investigation began. However,reportsquoting Bernardo indicate that he is on medical leave from July 28 to October 27. Former DPWH chief Bonoan was appointed to the position by President Ferdinand Marcos Jr. in June 2022. He began his career at the DPWH in 1966 and rose through the ranks to become a senior undersecretary before retiring in 2010. He also served as acting DPWH secretary in 2007. Rappler obtained records of contracts awarded to Globalcrete from 2022, when Bonoan assumed leadership of the DPWH, until 2025. Excluding two projects in 2022 worth P52,452,254, a total of over P2.5 billion (P2,511,861,853) was awarded to the company linked to Bonoan’s daughter, Fatima Gay, over the three-year period. The contracts for the two projects in 2022 took effect on February 28 and May 20, respectively, which is why they were excluded from the computation of Globalcrete’s projects under Bonoan’s term, which began in June 2022. In 2023, five projects totaling P317,418,135 were awarded to Globalcrete. Four of these were flood control projects — three in Bulacan and one in Valenzuela City. All have been marked completed. In 2024, under Bonoan’s leadership at the DPWH, Globalcrete secured its largest number of contracts, totaling over P2.1 billion, or specifically P2,172,219,694.40, for 21 projects. Of these, 13 were flood control projects located in Central Luzon — particularly in Bulacan and Zambales — while the rest involved the construction of multi-purpose halls and roads. Lacson said that Candaba Mayor Maglanque served as president of Globalcrete in 2024 and signed contracts on the company’s behalf, despite being required to divest. In 2025, the Bonoan-linked firm was awarded a road project in Bicol, amounting to P22,223,732.98. Pampanga-based Globalcrete is also listed in Marcos’Sumbong sa Pangulo website, which details flood control projects awarded under his administration. Before his 2022 appointment, Bonoan was the president and CEO of Manila Toll Expressway Systems Inc., STAR Tollway Corporation, and Skyway Operations and Maintenance Corporation. He also served as a consultant and adviser for the infrastructure sector of San Miguel Corporation. Bonoan resigned from the DPWH on August 31 in the middle of an investigation into anomalous flood control projects. He attended the first two Senate hearings on August 19 and September 1. He excused himself from the proceedings of the September hearing, citing his resignation. Then-blue ribbon committee chair Marcoleta acceded to his request. Lacson suggested that Bonoan’s ties to MBB could explain why he repeatedly downplayed the ghost projects in Bulacan, visited firsthand by Marcos, as isolated cases. “Ayaw siguro ni Bonoan na maungkat pa sa imbestigasyon ang Globalcrete,”Lacson added. (Maybe Bonoan didn’t want to get Globalcrete investigated.) On Wednesday, September 10,DPWHSecretary Vince Dizon asked the justice department to issue an immigration lookout bulletin order against Bonoan, Candaba Mayor Maglangue of and the corporate officers of MBB Global Properties Corporation: Macy Maglanque, Fatime Gay Bonoan dela Cruz, and Sunshine Bernardo. Dizon said his request is in line with an ongoing investigation into DPWH officials and “key officers of construction companies allegedly involved in ghost projects and/or substandard construction of flood control projects.” Meanwhile, Department of Migrants Workers Secretary Hans Cacdac issued a recall order to Macy Maglanque, who is currently a labor attaché assigned in Los Angeles, California, so she could face the investigation here linking her to the case. The Constitution and various laws prohibit conflict of interest among public officials, but none explicitly bars companies owned by their immediate family members from securing government contracts. Republic Act. No. 6173, which provides the Code of Conduct and Ethical Standards for Public Officials and Employees, states that conflict of interest arises “when a public official or employee is a member of a board, an officer, or a substantial stockholder of a private corporation or owner or has a substantial interest in a business, and the interest of such corporation or business, or his rights or duties therein, may be opposed to or affected by the faithful performance of official duty.” However, these laws can be circumvented when officials transfer business interests to family members, such as children, allowing indirect participation in government contracts. Rappler reached out to former DPWH chief Bonoan via text messages for comment, but he has yet to respond as of posting. Our initial message was sent on Sunday, followed by two more on Monday. We also attempted to call him twice on Monday, but he did not pick up. We will update this story once he replies. –Rappler.com How does this make you feel? follow us",Fake,Rappler_FactCheck
Tucker Carlson: Charlie Kirk Urged Trump Not To Go To War With Iran,"In an interview with journalist Megyn Kelly, Tucker Carlson said that Charlie Kirk went to the Oval Office to speak out against war with Iran Kirk said he made a lot of ‘real enemies’ after that meeting which included ‘massive abuse’ and ‘intense messages’ from his donors. Tucker Carlson told Megyn Kelly that Charlie Kirk went to the Oval Office to speak against War with Iran — and his donors sent him “intense” messages that Tucker claims Charlie showed himpic.twitter.com/jnPh6vgHTa by Niamh Harris in News0 Utah Gov Says He ‘Prayed For 33 Hours That Charlie Kirk Killer Was From Another Country’ Millions Turn Up For ‘Unite The Kingdom’ Rally In London Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake,PeoplesVoice
Follow the money: Holding the corrupt accountable through taxes,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. History shows that it can also destroy corruption. The downfall of Al Capone, America’s most notorious gangster, is proof. Despite evidence of murders and organized crime, it was tax evasion that finally brought him down. In 1931, Al Capone was convicted for failing to pay taxes on his illegal fortune and was sentenced to 11 years in prison. His case demonstrated a timeless truth: when everything else fails, follow the money. This approach has been used worldwide. In Italy, mafia leaders were cornered through tax probes and asset confiscation. Brazil’s “Operation Car Wash” uncovered a massive $5 billion corruption scandal that led to hundreds of convictions. In South Korea, two former presidents were imprisoned for corruption and tax-related offenses tied to family-owned conglomerates. Across countries, tax enforcement remains one of the most effective weapons against corruption. In the Philippines, corruption bleeds the economy dry, estimated to divert about 20% of the national budget, or roughly P700 billion to P1.3 trillion annually, based on assessments cited by multilateral institutions such as the World Bank, International Monetary Fund (IMF), and Asian Development Bank (ADB). From ghost projects and overpriced contracts to questionable confidential funds, public money is siphoned into the private luxuries of the powerful. Political dynasties and their allied contractors profit through shady joint ventures, while ordinary Filipinos bear the burden. Social media adds insult to injury, with public officials and their families flaunting designer bags, luxury cars, and million-peso lifestyles far beyond their declared incomes. This is more than immoral; it is unlawful. Under Philippine law, unexplained wealth amounts to tax evasion, punishable with imprisonment, fines, and permanent disqualification from holding office. Yet enforcement remains weak. Transparency International’s 2024 Corruption Perceptions Index (CPI) ranked the Philippines 114th out of 180 countries, lagging behind neighbors like Malaysia (57th) and Vietnam (88th). Such failures damage the country’s reputation abroad and corrode democracy at home. Corruption is not merely about stealing — it reflects the breakdown of governance. It erodes the rule of law, weakens democratic systems, and undermines the moral compass of society. When citizens see the corrupt go unpunished, voluntary compliance with taxes collapses. When foreign investors perceive dynasties enriching themselves through public funds, confidence disappears. Corruption functions like a hidden tax — it discourages investment and stunts growth. The result: fewer revenues for the government, fewer jobs for Filipinos, and weaker resilience for the future. To restore trust, institutions like the Bureau of Internal Revenue, the Commission on Elections, and the Office of the Ombudsman must: 1. Audit confidential funds and discretionary allocations. 2. Investigate joint ventures and contractors linked to political dynasties. 3. Scrutinize campaign donors who benefit from government contracts. 4. Prosecute relentlessly — not only contractors, but also politicians and families who profit from corruption. 5. Enforce perpetual disqualification for convicted officials to end dynastic abuse. This is not just about punishing crimes. It is about spending taxes judiciously — not for the lavish lifestyles of the few, but for the urgent needs of the many: In my book,Reimagining the World Without Corruption, launched at Harvard Kennedy School, I argued that corruption is both a political failure and an economic trap. It erodes public trust, discourages investors, and deepens inequality. Breaking free means ensuring that every peso collected is spent for the people, not for dynasties. The lesson is universal: countries that hold the powerful accountable build stronger democracies and attract greater investment. For the Philippines, the roadmap is equally clear — track the money, prosecute offenders, and rebuild confidence in governance. Our taxes should fund schools and hospitals, not mansions and luxury bags. No one is above the law.– Rappler.com Raymond “Mon” Abrea is the Founder and Chief Tax Advisor of the Asian Consulting Group (ACG). Known as the “Philippine Tax Whiz,” he is a Harvard-educated public policy expert, Oxford-trained in Climate Policy, and Duke-certified in Tax Policy. He is the most prominent advocate of genuine tax reform in the Philippines, recognized for his role in shaping legislation and working with both government and international bodies. He is the author of the “Reimagining the World Without Corruption,” which he launched at Harvard, and has served as a tax expert resource in both the Senate and Congress, including during the Pharmally investigation. How does this make you feel? follow us",Fake,Rappler_FactCheck
FDA Issues Bombshell Ruling: COVID Jabs Are ‘Extra Lethal’ to Children,"The Food and Drug Administration (FDA) has issued abombshell rulingexposing the COVID-19 vaccines as extra lethal to children, linking the shots to the deaths of 25 American kids as Trump health officials consider restricting who can get these deadly injections, The Washington Post reports. Citing four anonymous sources familiar with the situation, The Post reveals that the elite’s vaccine agenda is crumbling as officials plan to tie coronavirus vaccines to the tragic deaths of 25 children, signaling a desperate move to limit the shots amid mounting evidence of their horrors. Infowars.comreports: The FDA’s findings are reported to be based on information submitted to the Federal Vaccine Adverse Event Reporting System (VAERS), which contains reports of side effects or bad experiences related to vaccines. Reports can be submitted by anyone, including patients and doctors. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use The children’s deaths will be included as part of a presentation to advisors at the Centers for Disease Prevention and Control (CDC) next week. The Advisory Committee on Immunization Practices (ACIP) will consider new recommendations for the COVID-19 vaccines, which may include limiting their availability. FDA Commissioner Marty Makary confirmed on CNN last week that officials were reviewing evidence of children’s deaths as a result of the COVID-19 vaccines, including autopsy reports and interviews with family members. The review process could take months. “FDA and CDC staff routinely analyze VAERS and other safety monitoring data, and those reviews are being shared publicly through the established ACIP process,” HHS spokesperson Andrew Nixon said in an email. “Any recommendations on updated COVID-19 vaccines will be based on gold standard science and deliberated transparently at ACIP next week.” In August, the FDA approved the latest round of coronavirus vaccines, but only for persons aged 65 or older or who have risk factors for severe disease. ACIP is considering  recommending the vaccines to an even narrower group: persons over 75. In May, Secretary of Health and Human Services Robert F. Kennedy Jr. directed health officials to stop recommending the COVID-19 vaccines for otherwise healthy children, and the CDC instructed parents to consult a doctor before their children receive a COVID-19 vaccine. The American Academy of Pediatrics still recommends annual coronavirus vaccination for all children aged six to 23 months and for older children. by Niamh Harris in News0 Liberal Teacher Forced 10-Year-Olds To Watch Charlie Kirk Murder on Repeat Leaked Gov’t Files Expose Mossad Plot To Assassinate Charlie Kirk In 2025 Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake,PeoplesVoice
"Charlie Kirk Shooter Lived with Transgender Partner, Now ‘Cooperating with FBI’: Report","Tyler Robinson, the 22-year-old accused of fatally shooting Charlie Kirk at Utah Valley University, was living with a transgender partner who is now cooperating with federal investigators, according to multiple reports. Authorities say text messages and other communications between Robinson and this individual, identified in media reports as Lance Twiggs, were part of the evidence that helped confirm Robinson’s role in the shooting. The FBI has not released details of those exchanges, but officials said the digital trail provided crucial support in identifying Robinson as the gunman. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use EXCLUSIVE: Charlie Kirk assassin Tyler Robinson lived with his transgender partner, sources tell me.The individual, who is a male transitioning to a female, is fully cooperating with the FBI.Sources tell me the FBI had texts and other communications between Robinson and the… Robinson was arrested earlier this week and faces murder charges in connection with the shooting, which occurred during Kirk’s scheduled event on campus. Investigators have also recovered bullet casings and other materials from the scene that are being examined as part of the case. BREAKING: The roommate of Charlie Kirk’s alleged assassin has been identified as 22-year-old Lance Twiggs, according to the Daily Mail.The development comes as Fox and the New York Post say Tyler Robinson was living with a ""transgender partner.""It's unclear at the moment if…pic.twitter.com/25eMbXMP1D The last question Charlie Kirk answered before he was murdered was:“Do you know how many transgender Americans have been mass shooters over the last 10 years?”Charlie replied:“Too many.” He was then asked:“Do you know how many mass shooters there have been in America over the last 10 years?”Charlie replied:“Counting or not counting gang violence?”Charlie was then assassinated. The FBI has not commented on the partner’s identity or the extent of their cooperation, citing the ongoing nature of the investigation. by Niamh Harris in News0 Putin: ‘The Future Belongs To Those Who Value Love, Friendship & Family’ Liberal Teacher Forced 10-Year-Olds To Watch Charlie Kirk Murder on Repeat Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake,PeoplesVoice
Social Good Summit 2025: Make Your Move,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. It’s time to #MakeYourMove. Rappler’s biggest gathering of thought leaders and changemakers is now back — and this year, the stakes couldn’t be higher. Happening on Sunday, November 16, 2025 at Lanson Place Mall of Asia (MOA) in Pasay City,Social Good Summit 2025: Make Your Movebrings together global advocates and young voices to tackle defining challenges of our time in technology, community, and human resilience  This is not just a conference. It’s a place where ideas meet action and your presence can help foster a collective vision of social good. What to expect: Rappler will be announcing our summit speakers in the coming days.Bookmark this page for announcements and updates, and ways to purchase a ticket. Early-bird rates will be available for a limited time. The summit is structured in a way that allows participants to fully immerse in tracks that help them gain knowledge and context through plenary discussions with thought leaders and trailblazers in that field, to breakout sessions that are interactive and hands-on. This year’s summit will tackle 3 tracks, topics that have risen in prominence among Rappler’s community of readers, supporters, and partners. Throughout the summit, participants can drop by at our XChange space, where they can network with our partners and get started on collaborations. XChange, a Social Good Summit fixture, is designed to be a marketplace for interactive learning, with booths and activities by our partners. History won’t wait. Neither should you. We can’t wait to see you #MakeYourMove at#SocialGoodSummit2025!  –Rappler.com How does this make you feel? follow us",Fake,Rappler_FactCheck
"DZMM, Teleradyo return after 2 years","SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. MANILA, Philippines – Two years after they ceased operations, news channels DZMM and Teleradyo will be revived through rebranding efforts from the Philippine Collective Media Corporation (PCMC) and Media Serbisyo Production Corporation. This was announced in a statement posted online on Thursday, May 29. PCMC will be rebrandingDWPM Radyo 630to DZMM Radyo Patrol 630, effective 8 pm on Thursday, May 29. Similarly, Media Serbisyo Production Corporation will be rebranding its Teleradyo Serbisyo program to DZMM Teleradyo. The programs will feature familiar names in broadcasting, such asNoli de Castro, Charo Santos, Doris Bigornia, and Alvin Elchico. This comes after news giant ABS-CBN, which previously owned DZMM and Teleradyo, entereda joint venturewith House Speaker Martin Romualdez’s Prime Media Holdings Incorporated in 2023. The two formed a joint venture company, Media Serbisyo Production Corporation, which produces various news programs to be supplied to broadcasters, including PCMC. In May 2023, ABS-CBN announced its plans tocease operationsfor Teleradyo due to mounting losses, but it revived its old radio call sign and frequency, DZMM 630 kHz, under the joint venture with Romualdez’s Prime Media. This led to the launch of DWPM Radyo 630, which aired programs anchored by veteran ABS-CBN journalists. ABS-CBNlost its legislative franchisein 2020, affecting its television and radio operations. Lawmakers havesought to grant the media giant a fresh franchise, but their bills have languished in Congress.  –Rappler.com How does this make you feel? follow us",Real,Rappler
